,review,date,stars,location,en
2558,"Krásná krajina, pěkné oblasti pro výlety na kole",před 9 měsíci,5 hvězdiček,Podyjí,"Beautiful landscape, nice areas for bike trips"
2559,"Skvělý národní park pro poznávání přírody, pěšky nebo na kole... a navíc krásné město Znojmo s jeho kulturními a kulinářskými specialitami",před 2 lety,5 hvězdiček,Podyjí,"Great national park for getting to know nature, on foot or by bike ... and a beautiful city of Znojmo with its cultural and culinary specialties"
2560,Velice příjemné místo s krásnou přírodou. Služby občas slabší.,před 5 lety,4 hvězdičky,Podyjí,Very pleasant place with beautiful nature.Services sometimes weaker.
2561,Krásná příroda skvělá trasa i pro rodiny s dětmi opravdu super,před 10 měsíci,5 hvězdiček,Podyjí,Beautiful nature great route for families with children really great
2562,"Pěkné pro pěší turistiku, nádherné výhledy, snadno dosažitelné přes Hardegg",před 10 měsíci,5 hvězdiček,Podyjí,"Nice for hiking, wonderful views, easy to reach over Hardegg"
2563,"Tichý kout mezi Českem a Rakouskem. Mini verze závěsu Schlögener. Při pohledu na přímku se hranice mezi Rakouskem a Českou republikou několikrát mění. Snímek je pořízen na české straně s výhledem na Rakousko, za ním je opět Česká republika...",před 4 lety,5 hvězdiček,Podyjí,"Silent corner between the Czech Republic and Austria.Mini version of Schlögener.Looking at the line, the boundaries between Austria and the Czech Republic change several times.The film is taken on the Czech side overlooking Austria, behind it is again the Czech Republic ..."
2564,"Výjimečná zákoutí, výhledy, kus historie, rozmanitá příroda. Na jednom místě.",před 3 lety,5 hvězdiček,Podyjí,"Exceptional corners, views, piece of history, diverse nature.In one place."
2565,"Velmi pěkné místo. Výhodou je, že je poměrně malý tak, že se projít krozem krázem na kole a na peso.",před 8 měsíci,5 hvězdiček,Podyjí,Very nice place.The advantage is that it is relatively small so that to walk through the Crushed Criste on the bike and Peso.
2566,"Spousta krásných míst, která lahodí oku",před rokem,5 hvězdiček,Podyjí,Lots of beautiful places that delight the eye
2567,Nádherná země. Příjemný relax. Jednoduché vinné cesty,před 5 lety,5 hvězdiček,Podyjí,Beautiful country.Pleasant relaxation.A simple wine path
2568,Velký přírodní park,před 5 lety,5 hvězdiček,Podyjí,A large nature park
2569,Nádherný park sousedící s Národním parkem Thayatal. Skvělé na turistiku. Hardeggwarte je krásná vyhlídka s nádherným výhledem na Hardegg,před 4 lety,5 hvězdiček,Podyjí,Beautiful park adjacent to the Thayatal National Park.Great for hiking.Hardeggwarte is a beautiful view with a wonderful view of Hardegg
2570,Úžasné výhledy a krásná procházka krásným lesem,před 4 měsíci,5 hvězdiček,Podyjí,Amazing views and a beautiful walk through the beautiful forest
2571,Překrásný nejmenší národní park. S dětmi ideál,před 4 lety,5 hvězdiček,Podyjí,Beautiful smallest national park.With children ideal
2572,Úžasné výhledy a skvělý klid a ticho podél řeky. Skvělý den ze Znojma.,před 5 lety,5 hvězdiček,Podyjí,Amazing views and great peace and silence along the river.Great day from Znojmo.
2573,Skvělá příroda a krásná turistická stezka,před 2 lety,5 hvězdiček,Podyjí,Great nature and beautiful hiking trail
2574,"Krásný národní park. Spousta lesa, krásná Dyje, spousta klidu a pohody.",před 3 lety,5 hvězdiček,Podyjí,"Beautiful national park.Lots of forest, beautiful Thaya, lots of peace and quiet."
2575,"Velmi klidné místo, krásná příroda, málo turistů",před 6 lety,4 hvězdičky,Podyjí,"Very quiet place, beautiful nature, few tourists"
2576,Místo zvané „česká Amazonie“.,před 5 lety,5 hvězdiček,Podyjí,"A place called ""Czech Amazon""."
2577,Dobré služby,před 6 lety,5 hvězdiček,Podyjí,Good service
2578,Fascinující místo překypující přírodní krásou.,před 10 měsíci,5 hvězdiček,Podyjí,A fascinating place overflowing with natural beauty.
2579,Velmi pěkné na turistiku.,před 5 lety,5 hvězdiček,Podyjí,Very nice for hiking.
2580,"Naprosto úžasné místo pro pěší nebo cyklistické výlety. Připravte se na poměrně velké převýšení po cestě. Pokud cestujete s dětmi a jste zvyklí na rovinatý terén, naplánujte si méně než polovinu jejich obvyklé vzdálenosti. Kopce jsou tady docela náročné :)",před 4 lety,5 hvězdiček,Podyjí,"Absolutely amazing place for walking or cycling trips.Prepare for a relatively large elevation along the way.If you are traveling with children and are used to flat terrain, plan less than half of their usual distance.The hills are quite challenging here :)"
2581,Nádherný kraj pro turistiku a jízdu na kole.,před 6 lety,5 hvězdiček,Podyjí,Beautiful region for hiking and cycling.
2582,Krásný park se spoustou turistických možností,před 5 lety,5 hvězdiček,Podyjí,Beautiful park with lots of tourist options
2583,"Krásný přeshraniční národní park. Bohužel přes Dyji není plánován žádný visutý most, který by umožňoval celodenní túry v obou částech národního parku. Nádherně nedotčená příroda, způsobená bývalou železnou oponou!",před 6 lety,5 hvězdiček,Podyjí,"Beautiful cross -border national park.Unfortunately, no suspension bridge is planned through the Dyji, which would allow all -day hikes in both parts of the National Park.Beautifully untouched nature, caused by a former iron curtain!"
2584,"Do Znojma jsme vyrazili z malé vesničky Konice, kde jsme se ubytovali ve velmi pěkném penzionu Vinařství s ochutnávkou vín. Cesta je velmi dobře značená. Je odtud krásný výhled na Znojmo, které leží na skále vysoko nad řekou Dyjí. Kostel a zámek jsou velmi dominantní. Cesta vede vřesovištní krajinou se smíšeným lesem. Po cestě jsou krásné vyhlídky. Z Konice do Znaimu pohodlně za 1 hodinu krásným národním parkem.",před 5 lety,5 hvězdiček,Podyjí,"We went to Znojmo from a small village of Konice, where we stayed in a very nice guest house with wine tasting.The road is very well marked.There is a beautiful view of Znojmo, which lies on the rock high above the river Dyjí.The church and the chateau are very dominant.The path leads through a wreckage land with a mixed forest.There are beautiful prospects along the way.From Konice to brand comfortably in 1 hour beautiful national park."
2585,Velmi pěkný park! Cestou tam šel po zelené trase lesem. V Rakousku máte restauraci hned za hranicemi. Návrat po silnici. Celkem cca 8 km.,před 4 lety,5 hvězdiček,Podyjí,Very nice park!Along the way he went on the green route through the forest.In Austria you have a restaurant just outside the border.Return on the road.A total of about 8 km.
2586,"Dnes je první den v NP Podyjí. Na první pohled něco krásného 🤍 @nesvornytrek facebookový můj oficiální facebooková stránka, kde najdete více fotek 👣",před 2 lety,5 hvězdiček,Podyjí,Today is the first day in the Podyjí NP.At first glance something beautiful 🤍 @NESVORNYTRK Facebook My official facebook page where you will find more photos 👣
2587,"Pěcka, akurat je fajm naplánovat si trasy předem, na místě je to rozlehlé a ne úplně všechno propojené.",před 5 lety,5 hvězdiček,Podyjí,"Sing, Akurat is Fajm to plan the routes in advance, it is large and not everything connected."
2588,Krásné místo na projížďku na kole,před 7 lety,5 hvězdiček,Podyjí,A beautiful place to ride a bike
2589,"Skvělé, byli jsme tam na kole! ❤️",před 4 lety,5 hvězdiček,Podyjí,"Great, we were on a bike!❤️"
2590,"Podle mého názoru je národní park vybaven velmi dobrými turistickými stezkami, mosty atd. Rakouská část se mi však líbí víc než ta v Česku. Doporučuji všem, kteří jsou rádi venku, aby se podívali do národního parku.",před 10 lety,4 hvězdičky,Podyjí,"In my opinion, the National Park is equipped with very good hiking trails, bridges, etc. However, I like the Austrian part more than the one in the Czech Republic.I recommend to all who like outside to look at the national park."
2591,"Tento národní park jsem měl možnost navštívit s naším kurzem ornitologie - Jihomoravský kraj byl cílem hlavní semestrální exkurze. Strávil jsem tam několik hodin, ušel pár kilometrů. Musím říct, že se mi tento kout naší země moc líbil (přiznám se, že jsem tam ještě nebyl :) a užil si tento chráněný kousek země - příroda, nádherné výhledy... ach, a ptačí druhy :)  Snímek byl pořízen na vyhlídce zvané Sealsfieldův kámen.",před 7 lety,5 hvězdiček,Podyjí,"I had the opportunity to visit this national park with our Ornithology course - the South Moravian Region was the goal of the main semestral excursion.I spent several hours there, walking a few kilometers.I have to say that I liked this corner of our country very much (I admit that I have not been there yet :) and enjoyed this protected piece of land - nature, wonderful views ... Oh, and bird species :)called Sealsfield's stone."
2592,Krásné místo na pár dní pobytu,před 2 lety,5 hvězdiček,Podyjí,Beautiful place for a few days of stay
2593,Krásná krajina s dobře značenými stezkami. Čeká vás spousta nádherných celodenních výletů. Ohromující výhled. Některé stezky mají strmé stoupání.,před 6 lety,5 hvězdiček,Podyjí,Beautiful landscape with well -marked trails.A lot of beautiful all -day trips await you.Stunning views.Some trails have a steep climb.
2594,Nádherná příroda a hodně kulturních památek na malém území. Vinné sklepy s výborným vínem.,před 5 lety,4 hvězdičky,Podyjí,Beautiful nature and many cultural monuments in a small area.Wine cellars with excellent wine.
2595,Krásná příroda 😊 …,před 3 lety,5 hvězdiček,Podyjí,Beautiful nature 😊…
2596,Slavný,před rokem,5 hvězdiček,Podyjí,Famous
2597,"Národní park podél řeky Dyje vznikl z oblasti, která byla hranicí železné opony mezi Rakouskem a Českou republikou.",před 6 lety,5 hvězdiček,Podyjí,The National Park along the Dyje River originated from an area that was the border of the Iron Curtain between Austria and the Czech Republic.
2598,Celý kraj je krásný a vhodný hlavně pro letní dovolenou nebo výlet.,před 5 lety,4 hvězdičky,Podyjí,The whole region is beautiful and suitable especially for a summer holiday or trip.
2599,"Skvělé oblasti pro pěší turistiku, cyklistiku a jízdu na koni. Stojí za to vidět v kteroukoli roční dobu. Je tam ono „něco“, co přitahuje.",před 7 lety,5 hvězdiček,Podyjí,"Great areas for hiking, cycling and horseback riding.It is worth seeing at any time of year.There is ""something"" that attracts."
2600,Krásná přírodní krajina s kopci a fascinující řekou. Můžete zde strávit velmi pěkný čas. Choďte sem často.,před 5 lety,5 hvězdiček,Podyjí,Beautiful natural landscape with hills and fascinating river.You can spend a very nice time here.Go here often.
2601,Cista řeka; krásná příroda. Pěkný zámek Vranov a zřícenina v centru Novy hradek...,před 4 lety,5 hvězdiček,Podyjí,Cleaning the river;beautiful nature.Nice castle Vranov and ruin in the center of Nova Hradek ...
2602,"Nádherná příroda. Pozůstatky „železné opony“, strážní věž a protitankové překážky. Čistý cyklistický zážitek. Určitě byste to měli udělat!",před 6 lety,5 hvězdiček,Podyjí,"Beautiful nature.The remains of the ""Iron Curtain"", guard tower and anti -tank obstacles.A clean cycling experience.You should definitely do it!"
2603,"Krasna příroda, vyhlady, úžasný odpočinek",před 3 lety,5 hvězdiček,Podyjí,"Krasna Nature, Sminds, Amazing Rest"
2604,"Je to tady úžasný, od práce naprosté relax.",před 7 lety,4 hvězdičky,Podyjí,"It's amazing here, from work absolutely relax."
2605,"Mnoho krásných míst k návštěvě. Jedna z mála ""divokých"" lokalit na Moravě.",před 4 lety,5 hvězdiček,Podyjí,"Many beautiful places to visit.One of the few ""wild"" sites in Moravia."
2606,"L4 ,o ,m e o9ulll999 .či. b Ó K9onmm.nh  Onm nmblue je bb B miis",před 7 lety,5 hvězdiček,Podyjí,"L4, O, M e O9ull999.b ó k9onmm.nh onm nmblue is bb b miis"
2607,Krásný národní park! Na procházku nebo túru!,před 5 lety,5 hvězdiček,Podyjí,Beautiful national park!For a walk or hike!
2608,Šobes,před 10 měsíci,5 hvězdiček,Podyjí,Šobes
2609,"Krásné prostředí, turistické trasy vhodné i pro děti, mnoho památek.",před 6 lety,5 hvězdiček,Podyjí,"Beautiful environment, tourist routes suitable for children, many monuments."
2610,Nádherný úsek údolí Dyje - opravdu krásný národní park mezi Rakouskem a Českou republikou!,před 7 lety,5 hvězdiček,Podyjí,Beautiful section of the Dyje valley - a really beautiful national park between Austria and the Czech Republic!
2611,Úžasná země.,před 5 lety,5 hvězdiček,Podyjí,Amazing country.
2612,"Velmi malé, velmi strmé cesty, zejména pro kola. Krásné vesnice s nádhernými budovami",před 6 lety,5 hvězdiček,Podyjí,"Very small, very steep paths, especially for bikes.Beautiful villages with beautiful buildings"
2613,"Velmi kontemplativní, prožívání přírody zblízka s jedinečným zvířecím světem. Celá věc daleko od davů turistů",před 4 lety,3 hvězdičky,Podyjí,"Very contemplative, experience of nature close with a unique animal world.The whole thing far from the crowds of tourists"
2614,Krásný NP!,před 5 lety,4 hvězdičky,Podyjí,Beautiful NP!
2615,"Divoké, nádherné místo, náročná stoupání na kole, rychlé sjezdy, tu a tam stánky s vínem.",před 6 lety,5 hvězdiček,Podyjí,"Wild, beautiful place, demanding bike climb, fast descents, stalls with wine."
2616,Velmi pěkný přírodní park. Po cestě je mnoho zajímavých míst s informacemi o místních ptácích.,před 3 lety,5 hvězdiček,Podyjí,Very nice natural park.Along the way there are many interesting places with information about local birds.
2617,"Velmi pěkné, velké parkoviště, kde můžete nechat auto a jít pěšky, dobře značená stezka",před 6 lety,5 hvězdiček,Podyjí,"Very nice, large parking where you can leave the car and walk, well -marked trail"
2618,Velmi zajímavé místo jako přeshraniční přírodní park podél Dyje. Velmi pěkné na turistiku a relaxaci.,před 5 lety,5 hvězdiček,Podyjí,A very interesting place as a cross -border natural park along Dyje.Very nice for hiking and relaxation.
2619,"Hezky upravené, lavička na každém kroku.",před 4 lety,5 hvězdiček,Podyjí,"Nice modified, bench at every step."
2620,"Krásné přírodní scenérie a skvělé procházky. Jsou tam stánky, které prodávají místní víno.",před rokem,5 hvězdiček,Podyjí,Beautiful natural scenery and great walks.There are stalls that sell local wine.
2621,Skvělá turistická a cyklistická oblast. Rádi bychom zůstali déle...,před 2 lety,5 hvězdiček,Podyjí,Great tourist and cycling area.We would like to stay longer ...
2622,"Fantastické místo k odpočinku, procházkám mezi stromy a kochání se nádhernými výhledy.",před 6 lety,5 hvězdiček,Podyjí,"Fantastic place to rest, walks between trees and enjoying beautiful views."
2623,"Krásná příroda, příjemné procházky",před rokem,5 hvězdiček,Podyjí,"Beautiful nature, pleasant walks"
2624,"Milujte zdejší přírodu a mnoho tras, které můžete podél řeky udělat.",před rokem,5 hvězdiček,Podyjí,Love the local nature and many routes that you can do along the river.
2625,Krásná scenérie s hradem na vrcholu hory nad řekou rozděleným údolím. Málo možností pro procházky/turistiku,před 4 lety,5 hvězdiček,Podyjí,Beautiful scenery with the castle at the top of the mountain above the river divided through the valley.Few options for walking/hiking
